,title,lyrics
114,Jackie Brown,"
When I first landed in Liverpool I went upon a spree
Being paid off at last I spent it fast got drunk as drunk could be
And when me money was all gone it was then I wanted more
A man must be blind to make up his mind to go to sea once more
Once more, once more, once more, me lads once more
A man must be blind to make up his mind to go to sea once more.
2. A Lime Street girl drew up to me and offered me a bed
But when I awoke on the next day’s morn with me watch and me money she’d fled
And as I walk the streets about the whores they all do roar
""There goes young Jack the sailor lad he must go to sea once more""
Once more, once more, once more, me lads once more
""There goes young Jack the sailor lad he must go to sea once more""

3. As I was walking down the street I met with Jackie Brown
I asked him if he’d take me in, he eyed me with a frown
He said, ""Last time you was paid off with me you ran up a score
But I’ll take a chance and I’ll give an advance and I’ll send you to sea once more""
Once more, once more, once more, me lads once more
But I’ll take a chance and I’ll give an advance and I’ll send you to sea once more""

4. He shipped me aboard a whaling ship that was bound for Arctic seas
Where the cold winds blow and the frost and snow would make your rum ration freeze
And worse to say I’ve no hard weather gear for I’ve lost all me money ashore
My God, how I wish that I was dead and I’d go to sea no more
No more, no more, no more, me lads no more
My God, how I wish that I was dead and I’d go to sea no more.

5. Sometimes we’re catching whales, me lads and sometimes we’re catching none
With a twenty foot oar stuck in your hand from four o’clock in the morn
And when the shades of night come on you rest your weary oar
Tis then that you wish that you were dead or safe with the girls ashore
Ashore, ashore, ashore me lads ashore
Tis then that you wish that you were dead or safe with the girls ashore.

6. So come all you bold seafaring lads and listen to me song
When you come off those long, long trips I pray you’ll never go wrong
Take my advice, drink no strong wine and take up with no whore
Get married instead, have all night in bed and go to sea no more
No more, no more, no more, me lads no more
Get married instead, have all night in bed and go to sea no more.
"
115,Jack the Guinea Pig,"
When the anchor's weigh'd and the ship's unmoored,
And the landsmen lag behind, sir,
The sailor joyful skips aboard,
And, swearing, prays for a wind, sir!

Towing here,
Yehoing there,
Steadily, readily,
Cheerily, merrily,
Still from care and thinking free,
Is a sailor's life at sea.

2. When we sail with a fresh'ning breeze,
And the landsmen all grow sick, sir,
The sailor lolls, with his mind at ease,
And the song and the can go quick, sir!
Laughing here,
Quaffing there,
Steadily, readily, etc.

3. When the wind at night whistles o'er the deep,
And sings to the landsmen dreary,
The sailor fearless goes to sleep,
Or takes his watch most cheery!
Boozing here,
Snoozing there,
Steadily, readily, etc.

4. When the sky grows black and the wind blows hard,
And the landsmen skulk below, sir,
Jack mounts up to the top-sail yard,
And turns his quid as he goes, sir!
Hauling here,
Bawling there,
Steadily, readily, etc.

5. When the foaming waves run mountains high,
And the landsmen cry, ""All's gone, sir,""
The sailor hands 'twixt sea and sky,
And he jokes with Davy Jones, sir!
Dashing here,
Clashing there,
Steadily, readily, etc.

6. When the ship, d'ye see, becomes a wreck,
And the landsmen hoist the boat, sir,
The sailor scorns to quit the deck,
While a single plan's afloat, sir!
Swearing here,
Tearing there,
Steadily, readily, etc.
"
116,Johnny Boker,"
O, do my Johnny Boker,
Come rock or roll me over,
Do, my Johnny Boker, do!

2. O, do, my Johnny Boker,
They say that you're no rover,
Do, my Johnny Boker, do!

3. O, do, my Johnny Boker,
I'm bound away to leave you,
Do, my Johnny Boker, do!
"
117,Johnny Come Down to Hilo,"
I neber see de like since I been born
When a big buck nigger wid his sea boots on,

Chorus:
Says: ""Johnny come down to Hilo,
Poor old man! O, wake her, o, shake her!
O wake dat gal wid de blue dress on!
When Johnny comes down to Hilo,
Poor old man!""

2. I lub a little gal across de sea,
She's a 'Badian beauty, and she says to me:
Chorus:

3. O, was you ebber down in Mobile Bay,
Where dey screws cotton on a summer day?
Chorus:

4. Did you ebber see de old plantation boss,
And de long-tail filly and de big black hoss?
Chorus:
"
118,John Dory,"
As it fell on a holy day,
And upon a holy tide, a,
John Dory bought him an ambling nag
To Paris for to ride, a.
2. And when John Dory to Paris was come
A little before the gate, a,
John Dory was fitted, the porter was witted
To let him in thereat, a.
3. The first man that John Dory did meet
Was good King John of France, a.
John Dory could well of his courtesy,
But fell down in a trance, a.
4. A pardon, a pardon, my liege and my king,
For my merry men and for me, a,
And all the churls in merry England
I'll bring them all bound to thee, a.
5. And Nicholl was then a Cornish man,
A little beside Bohyde, a,
And he manned forth a good black bark
With fifty good oars on a side, a.
6. Run up, my boy, unto the maintop,
And look what thou canst syp, a.
Who ho, who ho, a goodly ship I do see;
I trow it to be John Dory, a.
7. They hoist their salis both top and top,
The mizen and all was tried, a;
And every man stood to his lot,
Whatever should betide, a.
8. The roaring cannons then were plied,
And dub a dub went the drum, a;
The braying trumpets loud they cried
To courage both all and some, a.
"
119,John Kanaka,"
I heard, I heard, the old man say,
John Kanaka-naka tu-lai-ay!
Today, today is a holiday,
John Kanaka-naka tu-lai-ay!

Chorus:
Tu-lai-ay, Oh! Tu-lai-ay!
John Kanaka-naka tu-lai-ay!

2. We'll work tomorrow, but no work today,
John Kanaka-naka tu-lai-ay!
We'll work tomorrow, but no work today.
John Kanaka-naka tu-lai-ay!
Chorus:

3. We're bound away for 'Frisco Bay,
John Kanaka-naka tu-lai-ay!
We're bound away at the break of day.
John Kanaka-naka tu-lai-ay!
Chorus:

4. We're bound away around Cape Horn,
John Kanaka-naka tu-lai-ay!
We wish to Christ we'd never been born!
John Kanaka-naka tu-lai-ay!
Chorus:

5. O haul, oh haul, oh haul away,
John Kanaka-naka tu-lai-ay!
O haul away, an' make yer pay!
John Kanaka-naka tu-lai-ay!
Chorus:
"
120,La Paloma,"
The day that I left my home for the rolling sea
I said ""Mother dear, Oh, pray to thy God for me.""
And ere we sailed I went fond leave to take
Of Niña, who wept as if her poor heart would break.

Niña, if I should die and o'er oceans foam,
Softly a white dove on a fair eve should come.
Open thy lattice, dearest, for it will be,
My faithful soul that loving comes back to thee!

: Oh! a life on the sea!
Singing joyous and free,
Oh! we're going
None are so gay as we! :

And when I come home from Niña to part no more,
Adieu to the ship where often with changing mind
I've laughed and I've wept as veer'd the light changing wind.

The comes the day, the happy and blessed day,
Chasing all sadness, sorrow and care away.
Niña so fair, all smiles will be by my side!
Niña so dear, will be my own blushing bride.
"
121,The Leaving of Liverpool,"
Farewell to you, my own true love,
I am going far, far away
I am bound for Californiay,
And I know that I'll return someday

Chorus:
So fare thee well, my own true love,
For when I return, united we will be
It's not the leaving of Liverpool that grieves me,
But my darling when I think of thee

2. I have shipped on a Yankee sailing ship,
Davy Crockett is her name,
And her Captain's name was Burgess,
And they say that she's a floating shame.
Chorus:

3. It’s me second trip with Burgess on the Crocket
And I think I know him well
If a man’s a seaman he’ll get along
But if not then he’s sure in hell.
Chorus:

4. Oh the sun is on the harbour, love,
And I wish that I could remain,
For I know that it will be a long, long time,
Before I see you again
Chorus:
"
122,Les Filles de la Rochelle,"
Ah! la feuille s'envole, s'envole
Ah! la feuille s'envole au vent!

Sont les filles de la Rochelle
Ont armé un bâtiment
Pour aller faire la course
Dedans les îles du Levant.

2. La grande vergue est en ivoire
Les poulies en diamant
La grande voile est en dentelle
La misaine en satin blanc.

3. Les cordages du navire
Sont des fils d'or et d'argent
Et la coque est en bois rouge
Travaillé fort proprement.

4. L'équipage du navire
C'est toutes des filles de quinze ans
Le capitaine qui les commande
Est le roi des bons enfants.

5. Hier faisant sa promenade
Dessus le gaillard d'avant
Aperçut une brunette
Qui pleurait dans les haubans.

6. Qu'avez-vous, jeune brunette
Qu'avez-vous à pleurer tant?
Avez vous perdu père et mère
Où quelqu'un de vos parents.

7. J'ai perdu la rose blanche
Qui s'en fut la voile au vent
Elle est partie vent arrière
Reviendra-z-en louvoyant.
"
123,Le Forban,"
A moi forban que m'importe la gloire
Les lois du monde et qu'importe la mort?
Sur l'océan j'ai planté ma victoire
Et bois mon vin dans une coupe d'or.
Vivre d'orgies est ma seule espérance
Le seul bonheur que j'aie pu conquérir
Si sur les flots j'ai passé mon enfance
C'est sur les flots qu'un forban doit mourir.

Refrain:
Vins qui pétillent
Femmes gentilles
Sous des baisers brûlants d'amour
Plaisirs, batailles
Viv' la canaille
Je bois, je chante
Et je tue tour à tour.

2. Peut-être au mât d'une barque étrangère
Mon corps un jour servira d'étendard
Et tout mon sang rougira la galère
Aujourd'hui fête et demain le bazar.
Allons, esclave, allons, debout mon brave
Buvons le vin et la vie à grand pot
Aujourd'hui fête et puis demain peut-être
Ma tête ira s'engloutir dans les flots.
Refrain:

3. Peut-être un jour par un coup de fortune
Je saisirai l'or d'un beau galion
Riche à pouvoir vous acheter la lune
Je m'en irai vers d'autres horizons.
Là respecté tout comme un gentil'homme
Moi qui ne suis qu'un forban, qu'un bandit
Je pourrai comm' le fils d'un roi, tout comme,
Mourir peut-être dedans un bon lit.
Refrain:"
124,A Life on the Ocean Wave,"
A life on the ocean wave,
A-home on the rolling deep!
Where the scater'd waters rave,
And the winds their revels keep.
Like an eagle caged I pine
On this dull, unchanging shore.
Oh give me the flashing brine,
The spray and the tempest's roar.

Refrain:
A life on the ocean wave,
A-home on the rolling deep!
Where the scater'd waters rave
And the winds their revels keep,
: The winds,..... the winds...
The winds their revels...keep. :

2. Once more on the deck I stand,
Of my own swift, gliding craft.
Set sail, farewell to land,
The gale follows fair abaft.
We shoot thro' the sparkling foam,
Like an ocean bird set free.
Like the ocean bird, our home,
We'll find far out on the sea.
Refrain:

3. The land is no longer in view,
The clouds have begun to frown.
But with a stout vessel and crew,
We'll say : Let the storm come down!
And the song of our heart shall be,
While the winds and waters lave:
A life on the heaving sea,
A-home on the bounding wave!
Refrain:
"
125,Lime Juice Ship,"
If you want to join a merchant ship and sail the sea at large
You’ll not have any trouble if you have a good discharge
Signed by the Board of Trade with everything exact
And then you’ll get your months advance according to the Act.

Chorus:
So haul boys your weather mainbrace and ease away your lee
Hoist jib and topsails lads and let the ship go free
Shout boys shout I tell you it's a fact
There’s nothing done in Lime Juice ship contrary to the Act.

2. Now when you join the ship me boys you’ll here your Articles read
They’ll tell you of your pork and beef your butter and your bread
Your coffee, tea and sugar boys your peas and beans exact
Your lime juice and your vinegar according to the Act.
Chorus:

3. Now it’s watch and watch the first day out according to the Act
And then me boys we all lay aft to get our lime juice whack
Break out a Handy-Billy and slap her on a tack
For we’re going to set the mainsail-o according to the Act.
Chorus:

4. Now it’s up on deck me bully boys with many a curse we go
Wishing that eight bells be struck, that we may go below
Eight bells is stuck, the watch is aft, the log is hove exact
Relieve the wheel go down below according to the Act.
Chorus:
"
126,Lisbon,"
'Twas on a Monday morning, all in the month of May,
Our ship she weighed up anchor all for to sail away,
The wind it from the southwest blew, for Lisbon we were bound,
The hills and dales were covered with pretty young girls around.
2. I wrote a letter to Nancy, for her to understand,
That I should have to leave her unto some foreign land,
She said, my dearest William these words do break my heart,
Oh let us married be tonight, dear Willy before you start.
3. For ten long weeks or better I've been with child by thee,
So stay at home dear William be kind and marry me,
Our captain has commanded us and I shall have to go,
The Queens in want of men my love I never dare answer no.
4. I'll cut my long yellow hair mens clothing I'll put on,
And I will go with you my love and be your waiting man,
And when it is your watch on deck your duty I will do,
I'll face the field of battle love in order to be with you.
5. Your pretty little fingers they are but long and small,
Your waist it is too slender to face the cannon ball,
For loud the cannon rattle love and blazing bullets fly,
And silver trumpets sound my love to cover the dismal cry.
6. If I should meet with a lady that's proper tall and gay,
If I should fancy her my love what would you have to say,
Would you not be offended then oh no my lover true,
I'd stand aside sweet William whenever she pleasures you.
7. Twas on a Monday morning all in the month of May,
Our ship she weighed up anchor all for to sail away,
The wind it from the southwest blew for Lisbon we were bound,
The hills and dales were covered with pretty young girls around.
"
127,Little Mohee or Indian Lass,"
As I was a-walkin' upon a fine day
I got awful lonesome as the day passed away
I sat down a-musing, alone on the grass
When who should sit by me but a sweet Indian lass.
2. She sat down beside me and took hold of my hand
Said, ""You sure be a stranger, and in a strange land.""
She asked me to marry and gave me her hand,
Said, ""My pappy's a chieftain all over this land.""

3. ""My pappy's a chieftain, and ruler be he
I'm his only daughter and my name is Mohee""
I answered and told her that it never could be
'Cause I had my own sweetheart in my own country.

4. I had my own sweetheart, and I knew she loved me
Her heart was as true as any Mohee
So I said, ""I must leave you and goodbye my dear
There's wind in my canvas and home I must steer.""

5. At home with relations I tried for to see
But there wasn't a one like my little Mohee,
And the girl I had trusted proved untrue to me
So I sailed o'er the ocean to my little Mohee.
"
128,The Liverpool Judies,"
From Liverpool to 'Frisco a-rovin' I went,
For to stay in that country was my good intent.
But drinkin' strong whiskey like other damn fools,
Oh, I soon got transported back to Liverpool, singin'.

Chorus:
Roll, roll, roll bullies, roll!
Them Liverpool judies have got us in tow.

2. A smart Yankee packet lies out in the Bay,
A-waitin' a fair wind to get under way.
With all of her sailors so sick and so sore,
They'd drunk all their whiskey and can't get no more.
Chorus:

3. Oh, here comes the mate in a hell of a stew.
He's lookin' for work for us sailors to do.
Oh, it's ``Fore tops'l halyards!'' he loudly does roar,
And it's lay aloft Paddy, ye son-o'-a-whore!
Chorus:

4. One night of Cape Horn I shall never forget,
'Tis oft-times I sighs when I think of it yet.
She was divin' bows under with her sailors all wet,
She was doin' twelve knots wid her mainskys'l set.
Chorus:

5. And now we are haulin' way on to the Line,
When I thinks of it now, sure, we had a good time.
Them sea-boys box-haulin' them yards all around
For to beat that flash packet called the Thatcher MacGowan.
Chorus:

6. And now we've arrived in the Bramleymoor Dock,
And all them flash judies on the pierhead do flock.
The barrel's run dry and our five quid advance,
And I guess it's high time for to git up and dance.
Chorus:

7. Here's a health to the Captain wherever he may be,
A bucko on land and a bully at sea,
But as for the chief mate, the dirty ol' brute,
We hope when he dies straight to hell he'll skyhoot.
Chorus:

2------------------
When I was a youngster I sailed with the rest
On a Liverpool packet bound out for the West.
We anchored one day in the harbor of Cork,
Then we put out for the port of New York.

Chorus:
And it's row, row bullies, row,
Them Liverpool judies have got us in tow.

2. For forty two days we was hungry and sore.
Oh, the winds was again'us, the gales, they did roar.
But off Battery Point we did anchor at last
With our jib'boom hove to and the canvas all fast.
Chorus:

3. The boardinghouse masters was off in a trice
A'shouting and promising all that was nice,
And one fat old crimp took a fancy to me.
Says he, ``You're a fool, lad, to follow the sea.''
Chorus:

4. Says he, ``There's a job as is waiting for you,
With lashings o'liquor and bugger'all to do.''
Says he, ``Wha'd'yer say, lad, will you jump her too?''
Says I, ``You old bastard, I'm damned if I do.''
Chorus:

5. But the best of intentions, they never goes far.
After thirty two days at the door of a bar
I tossed off me liquor and what do you think?
That rotten old bastard had drugs in me drink.
Chorus:

6. The next I remember, I woke in the morn
On a three skys'l yarder bound south round Cape Horn.
With an old suit of oilskins and two pairs of socks
And a bloomin' great head and a dose of the pox.
Chorus:

7. Now all you young sailors take a warnin' by me.
Keep an eye on yer drinks when the liquor is free.
And pay no attention to runner or whore
When your hat's on your head and your feet's on the shore.
Chorus:
"
129,A Long Time Ago,"
A long, long time, and a long time ago,
To me way, hay, o-hio!
A long, long time, and a long time ago,
A long time ago!

2. A smart Yankee packet lay out in the bay,
To me way, hay, o-hio!
Awaiting for a fair wind to get under way,
A long time ago!

3. With all her poor sailors sick and all sad,
To me way, hay, o-hio!
For they'd drunk all their whiskey, no more could be had,
A long time ago!

4. She was waiting for a fair wind to get under way,
To me way, hay, o-hio!
If she hasn't had a fair wind she's lying there still.
A long time ago!

A dollar a day is a stevedore's pay
To me way ha ha yah!
Dollar a day, I heard them say,
And a long time ago.

2. I bought in Hong Kong a pretty silk dress,
To me way ha ha yah!
I'm taking it home to my sweetheard Bess,
And a long time ago.

3. My Bess is fair and sweet to view,
To me way ha ha yah!
Her hair is brown and her eyes are blue,
And a long time ago.

4. I thought I heard our second mate say,
To me way ha ha yah!
One more pull, and then belay,
And a long time ago.
"
130,Loss of the U.S. Sloop of War Hornet!!!,"
Ye seamen and ye landsmen all,
Ye mothers and widows too:
Attend unto my story,
About the Hornet's crew.

2. She sail'd from New York harbour,
Bound to the Spanish Main;
There to protect our commerce,
But ne'er returned again.

3. She convoy'd many vessels,
And was the pirate's dread;
Still more than death they hated
The Hornet's boats, 'tis said.

4. For NORRIS, her commander,
Would send his gallant men,
To scour the coast by sea and land,
And find each pirate's den.

5. Our merchants they protected,
And their little gain
They snatch'd, with brave exertion,
From the hands of Spain.

6. Our merchants they protected,
And would have brought them home,
But, ah! her brave commander,
Knew not the Hornet's doom.

7. On the tenth day of September,
She off Tampico lay;
And many well remember,
The gale that blew that day.

8. She had to slip her cables,
She had to put to sea;
That deadly blast, it is the last,
Brother, I'll hear from thee.

9. The widow's heart is breaking,
Hope no more can charm;
The mother's heart is aching,
And love, why her alarm.

10. She sees the proud ship sinking,
Beneath the hungry wave;
Her love death's cup is drinking,
She shrieks, but cannot save.

11. ""My Henry was on board of her,""
The weeping mother cries;
""He was my youngest, dearest son,
The one I most did prize.

12. He was too proud to stoop or crawl,
To men of low degree;
He lost his fortune on the land,
And sought it on the sea.

13. But he is dead, the gallant boy,
And why should I repine?
There's many a mother lost a son,
As proud and fair as mine.

14. And many a blooming youthful bride,
With her infant at her breast,
Sheds o'er the orphan child a tear,
And feels as much distress'd.""

15. The Hornet's lost, the good and brave
Are in the ocean deep;
No arm was nigh her crew to save,
She sank! and thousands weep.

16. In Congress now we must repose,
Our only hope, to gain,
A remedy, though small, for those,
Who lost all on the main.




(adsbygoogle = window.adsbygoogle || []).push({});





(adsbygoogle = window.adsbygoogle || []).push({});







	#mc_embed_signup{background:#fff; clear:left; font:14px Helvetica,Arial,sans-serif; width:100%;}
	/* Add your own MailChimp form style overrides in your site stylesheet or in this style block.
	   We recommend moving this block and the preceding CSS link to the HEAD of your HTML file. */



    
	Subscribe to The Traditional Music Library mailing list
	
    
    
    
    







	






  window._taboola = window._taboola || [];
  _taboola.push({article:'auto'});
  !function (e, f, u, i) {
    if (!document.getElementById(i)){
      e.async = 1;
      e.src = u;
      e.id = i;
      f.parentNode.insertBefore(e, f);
    }
  }(document.createElement('script'),
  document.getElementsByTagName('script')[0],
  '//cdn.taboola.com/libtrc/traditionalmusic/loader.js',
  'tb_loader_script');
  if(window.performance && typeof window.performance.mark == 'function')
    {window.performance.mark('tbl_ic');}




  window._taboola = window._taboola || [];
  _taboola.push({
    mode: 'thumbnails-a',
    container: 'taboola-below-article-thumbnails',
    placement: 'Below Article Thumbnails',
    target_type: 'mix'
  });

















 




  window._taboola = window._taboola || [];
  _taboola.push({flush: true});

"
131,Lowlands,"
I dreamed my love came in my sleep,
Lowlands, Lowlands, away, my John.
His eyes were wet as he did weep,
My Lowlands, away!

2. I shall never kiss you again, he said,
Lowlands, Lowlands, away, my John.
For I am drowned in the Lowland seas.
My Lowlands, away!

3. No other man shall think me fair,
Lowlands, Lowlands, away, my John.
My love lies drowned in the windy Lowlands,
My Lowlands, away!"
132,"Lustily, Lustily","
All things we have ready and nothing we want
To furnish our hsip that rideth hereby.
Victuals and weapons they be nothing scant;
Like worthy mariners ourselves we will try.

2. Her flags be new trimmed, set slanting aloft.
Our ship for swift swimming, oh she doth excel.
We fear no enemies, we have escaped them oft;
Of all things that swimmeth she beareth the bell.

3. And here is a master excelleth in skill,
And our master's mate he is not to seek;
And here is a boatswain will do his good will,
And here is a ship boy we never had his like.

4. If fortune then fail not, and our next voyage prove,
We will return merrily and make good cheer;
And hold all together as friends linked in love,
The cans shall be filled with wine, ale and beer.

"
133,Maggie May,"
Now you jolly sailor lads, come listen to my tale,
I'm sure you will have cause to pity me,
I was a damned young fool in the port of Liverpool,
When I called there on my first port home from sea.

Chorus:
Oh Maggie, Maggie May
They have taken her away
To slave upon Van Dieman's cruel shore.
Oh, you robbed so many whalers,
And dosed so many sailors
But you'll never cruise 'round
Peter Street no more.

2. I was staying at the Home, from a voyage to Sierre Leone,
And two-pound-ten a month was all my pay,
As I jingled with my tin, I was easy taken in,
By a little girl up there called Maggie May.
Chorus:

3. Oh. I'll never forget the day when I first met Maggie May,
She was standing on a corner at Canning Place,
In a full-sized crin-o-line, like a frigate of the line,
And as she saw I was a sailor I gave chase.
Chorus:

4. She gave me a saucy nod, and I, like a farmer's clod,
Let her take me line abreast in tow,
And under all plain sail, we ran before the gale
And to the Crow's Nest Tavern we did go.
Chorus:

5. Next morning when I woke, I found that I was broke,
No shoes or shirt or trousers could I find,
When I asked her where they were, she answers ""My dear sir,
They're down in Lewis' pawnshop number nine.""
Chorus:

6. So to Lewis' I did go, but no clothing could I find,
And the policeman took that wicked girl away,
And the judge he guilty found her, of robbing a homeward-bounder,
And now she's doing time in Botany Bay.
Chorus:

7. She was chained and sent away from Liverpool one day,
The lads all cheered as she sailed down the bay,
And every sailor lad, he only was too glad
They'd sent that old whore out to Botany Bay.
Chorus:
"
134,Maid of Amsterdam,"
In Amsterdam there dwells a maid,
Mark well what I do say;
In Amsterdam there dwells a maid,
And she is mistress of her trade.
Chorus:
I'll go no more a-roving
With you, fair maid,
A-roving, a-roving,
Since roving's been my ruin,
I'll go no more a-roving
With you, fair maid!

2. I took the maiden for a walk
Mark well what I do say!
I took the maiden for a walk
And sweet and loving was her talk.
Chorus:

3. Her eyes are blue, her cheeks are red,
Mark well what I do say;
Her eyes are blue, her cheeks are red,
A wealth of hair is on her head.
Chorus:

4. I put my arm around her waist,
Mark well what I do say;
I put my arm around her waist,
Says she, ""Young man, you're in some haste.""
Chorus:

5. I took that girl upon my knee,
Mark well what I do say,
I took that girl upon my knee,
Says she, ""Young man, you're rather free.""
Chorus:

6. She swore that she'd be true to me,
Mark well what I do say,
She swore that she'd be true to me,
But spent my money both fast and free.
Chorus:

7. In three weeks' time I was badly bent
Mark well what I do say!
In three weeks' time I was badly bent
Then off to sea I sadly went
Chorus:
"
135,Marine Hymn,"
From the Halls of Montezuma
To the shores of Tripoli,
We fight our country's battles
In the air, on land and sea
First to fight for right and freedom,
And to keep our honor clean,
We are proud to claim the title
Of United States Marine.

2. Our Flag's unfulr'd to every breeze
From dawn to setting sun;
We have fought in every clime and place
Where we could take a gun.
In the snow of far-off northern lands
And in sunny tropic scenes,
You will find us always on the job
The Unites States Marines.

3. Here's health to you and to our Corps
Which we are proud to serve;
In many a strife we've fought for life
And never lost our nerve.
If the Army and the Navy
Ever look on Heaven's scenes,
They will find the streets are guarded
By United States Marines!
"
136,The Mermaid,"
It was Friday morn when we set sail,
And we were not far from the land
When our Captain he spied a mermaid so fair
With a comb and a glass in her hand.
Chorus:
And the ocean waves do roll
And the stormy winds do blow
And we poor sa-li-ors go skippin' at the top
While the landlubbers lie down below!

2. Then up spoke the captain of our gallant ship
And a fine old man was he!
""This sweet mermaid has warned us of our doom;
We shall sink to the bottom of the sea!""
Chorus:

3. Then up spoke the mate of our gallant ship,
And a fine spoken man was he!
Said ""I have a wife in Brooklyn by the sea,
And tonight a widow she will be!""
Chorus:

4. Then up spoke the cabin-boy of our gallant ship,
And a brave young lad was he!
Said ""I have a sweetheart in Salem by the sea,
And tonight she'll be weepin' there for me!""
Chorus:

5. Then up spoke the cook of our gallant ship,
And a crazy old butcher was he!
Said ""I care much more for my pots and my pans
Than I do for the bottom of the sea!""
Chorus:

6. Then three times round spun our gallant ship,
And three times round spun she;
Three times round spun our gallant ship,
And she sank to the bottom of the sea!
Chorus:
"
137,My Bonny,"
My Bonny is over the ocean,
My Bonny is over the sea.
My Bonny is over the ocean.
Oh bring back my Bonny to me.
Chorus:
Bring back, bring back,
Oh bring back my Bonny to me, to me.
Bring back, bring back,
Oh bring back my Bonny to me.

2. Last night as I laid at my pillow,
Last night as I laid in my bed.
Last night as I laid on my pillow
I dreamed that my Bonny was dead.
Chorus:

3. The winds have gone over the ocean,
The winds have gone over the sea.
The winds have gone over the ocean,
And brought back my Bonny to me.
Chorus:
Brought back, brought back,
Oh brought back my Bonny to me, to me.
Brought back, brought back,
Oh brought back my Bonny to me.
"
138,My Boy Willie,"
It was early, early all in the Spring,
That my boy Willie went to serve the King,
The night was dark and the wind blew high;
It was then I lost my dear sailor boy.
2. The night is long and I can find no rest,
The thought of Willie runs in my breast,
I'll search the green woods and village wide,
Still hoping my true love to find.
3. ""Oh, father, father, give me a boat,
Out on the ocean that I may float,
To watch the big boats as they pass by,
That I might enquire for my sailor boy.""

4. She was not long out upon the deep,
When a man-o-war vessel she chanced to meet,
Saying, ""Captain, captain, now tell me true,
If my boy Willie is on board with you.""

5. ""What sort of boy is your Willie dear,
Or what sort of a suit does your Willie wear?""
""He wears a suit of the royal blue,
And you'll easy know him for his heart is true.""

6. ""Oh, then your boy Willie, I am sorry to say,
Has just been drowned the other day,
On yon green island that we pass by,
'Twas there we laid your poor sailor boy.""

7. She wrung her hands and she tore her hair,
And she sobbed and sighed in her despair,
And with every sob she let fall a tear,
And every sigh was for her Willie dear.

8. ""O, father, make my grave both wide and deep,
With a fine tombstone at my head and feet;
And in the middle a turtle dove
That the world may know that I died of love.""

9. Come all you sailors who sail along
And all you boatmen who follow on.
From the cabin-boy to the mainmast high
Ye must mourn in black for my sailor boy.
"
139,My Johnny Is A Shoemaker,"
: My Johnny is a shoemaker
And he has gone to sea :
To reeve the topsail he has gone
Far cross the raging sea.
2. : His jacket is a deep sea blue
And golden is his hair :
This I know and I do declare
My Johnny is a shoemaker.
3. : A captain he’ll be bye and bye
With a brave and a gallant crew :
This I know and I do declare
My Johnny is a shoemaker.

4. : My Johnny is a shoemaker
And he has gone to sea :
To reeve the topsail he has gone
Far cross the raging sea.
"
140,Nancy Lee,"
Of all the wives as e'er you know,
Yeo-ho! lads, ho! Yeo-ho! Yeo-ho!
There's none like Nancy Lee, I trow,
 Yeo-ho! Yeo-ho! Yeo-ho!
See there she stands
And waves her hands
Upon the quay,
And every day
When I'm away
She'll watch for me,
And whisper low
When tempests blow,
For Jack at sea,
Yeo-ho! lads, ho! Yeo-ho!

Chorus:
The sailor's wife the sailor's star shall be,
Yeo-ho! We go across the sea;
The sailor's wife the sailor's star shall be,
The sailor's wife his star shall be!

2. The harbor's past, the breezes blow,
Yeo-ho! lads, ho! Yeo-ho! Yeo-ho!
'Tis long ere we come back, I know.
Yeo-ho! Yeo-ho! Yeo-ho!
But true and bright
From morn till night
My home will be,
And all so neat,
And snug and sweet,
For Jack at sea.
And Nancy's face
To bless the place,
And welcome me.
Yeo-ho! lads, ho! Yeo-ho!
Chorus:

3. The bosun pipes the watch below,
Yeo-ho! lads, ho! Yeo-ho! Yeo-ho!
Then here's a health afore we go,
Yeo-ho! Yeo-ho! Yeo-ho!
A long, long life
To my sweet wife,
And mates at sea,
And keep our bones
From Davy Jones,
Where-e'er we be,
And may you meet
A mate as sweet
As Nancy Lee.
Yeo-ho! lads, ho! Yeo-ho!
Chorus:
"
141,New York Girls,"
As I walked down the Broadway
One evening in July
I met a maid who asked me trade
And a sailor John says I.

To Tiffany's I took her
I did not mind expense
I bought her two gold earrings
And they cost me fifteen cents

Chorus:
And away, you Santee
My dear Annie
O, you New York Girls
Can't you dance the Polka?

2. Says she, ""You Limejuice sailor
Now see me home you may""
But when we reached her cottage door
She this to me did say.

""My flash man he's a Yankee
With his hair cut short behind
He wears a pair of long sea-boots
And he sails in the Blackball Line
Chorus:

3. He's homeward bound this evening
And with me he will stay
So get a move on, sailor-boy
Get cracking on your way""

So I kissed her hard and proper
Afore her flash man came
And fare ye well, me Bowery gal
I know your little game
Chorus:

4. I wrapped me glad rags round me
And to the docks did steer
I'll never court another maid
I'll stick to rum and beer.

I joined a Yankee blood-boat
And sailed away next morn
Don't ever fool around with gals
You're safer off Cape Horn
Chorus:
"
