,title,lyrics
60,It's of a Sailor Bold,"It's of a sailor bold,
And lately come on shore;
Both brisk and bold,
Well lined with gold,
To his lover he did repair;

In old and ragged dress
Unto his love did go,
Unto his love
All for to prove
Whether she'll be kind or no.

My merchandise I've lost,
My ship is gone astray,
Which makes me fret;
I'm deep in debt,
Not a tenth part can I pay.

Come in, my dear, sit down,
Put off thy ragged array;
And I will be
So kind to thee,
And all thy debts I'll pay.

I've gold in store of my own
My debts all for to clear,
I've rings, I've ribbons,
I've jewels so bright,
And gems to trick the hair.

'Twas down in Stokton Church
The happy knot was tied.
From land to land
There's no man can
Match the sailor and his bride."
61,Johnny Todd,"Johnny Todd, he took a notion
For to cross the ocean wide
And he's left his own true love behind him
Walking by the Liverpool tide

For a week, she wept with sorrow
Tore her hair and wrung her hands
Till she met another handsome sailor
Walking by the Liverpool sands

Fair young maid are you a weeping
For your Johnny gone to sea
If you'll wed with me tomorrow
I will kind and constant be

I will buy you sheets and blankets
I'll buy you a wedding ring
You shall have a silver cradle
For to rock the baby in

Johnny Todd came home from sailing
Sailing on the ocean wide
And he's found his fair and false one
Was another sailor's bride

All young men who go a sailing
For to fight the foreign foe
Do not leave your own true love like johnny
Marry her before you go"
62,The Jolly Young Waterman,"And did you not hear of a jolly young waterman,
Who at Blackfriar's Bridge used for to ply;
And he feather'd his oars with such skill and dexterity
Winning each heart and delighting each eye;
He look'd so neat and row'd so steadily,
The maidens all flock'd in his boat so readily,
And he eyed the young rogues with so charming an air,
He eyed the young rogues with so charming an air,
That this jolly young waterman ne'er was in want of a fare.

What sights of fine folks he oft row'd in his wherry,
'Twas clean'd out so nice and so painted withal:
He always first oars when the fine city ladies,
In a party to Ranelagh went, or Vauxhall:
And often times they would be giggling and jeering,
But 'twas all one to Tom their gibing and jeering;
For loving or liking he little did care,
For loving or liking he little did care;
For this jolly young waterman ne'er was in want of a fare.

And yet, but to see how strangely things happen,
As he row'd along, thinking of nothing at all,
He was ply'd by a damsel so lovely and charming
That she smiled, and so straightway in love he did fall;
And would this young damsel but banish his sorrow,
He'd wed her tonight before tomorrow;
And how should this waterman ever know care,
And how should this waterman ever know care
When he's married and never in want of a fare."
63,"Come, Loose Every Sail to the Breeze","Come loose every sail to the breeze.
The course of my vessel improve;
I've done with the toils of the seas,
Ye sailors, I'm bound to my love.
Ye sailors, I'm bound to my love,
Ye sailors, I'm bound to my love,
I've done with the toils of the seas,
Ye sailors, I'm bound to my love.

Since Emma is true as she's fair,
My griefs I fling all to the wind,
'Tis a pleasing return for my care,
My mistress is constant and kind.
Ye sailors, I'm bound to my love,
Ye sailors, I'm bound to my love,
I've done with the toils of the seas,
Ye sailors, I'm bound to my love.

My sails are all filled to my dear,
What tropic bird swifter can move?
Who, cruel, shall hold his career,
That returns to the nest of his love?
Ye sailors, I'm bound to my love,
Ye sailors, I'm bound to my love,
I've done with the toils of the seas,
Ye sailors, I'm bound to my love.

Then hoist every sail to the breeze,
Come, shipmates, and join in the song;
Let's drink while the ship cuts the seas,
To the gale that may drive her along.
Ye sailors, I'm bound to my love,
Ye sailors, I'm bound to my love,
I've done with the toils of the seas,
Ye sailors, I'm bound to my love."
64,Lord Franklin,"We were homeward bound one night on the deep
Swinging in my hammock I fell asleep
I dreamed a dream and I thought it true
Concerning Franklin and his gallant crew

With 100 seamen he sailed away
To the frozen ocean in the month of May
To seek a passage around the pole
Where we poor sailors do sometimes go.

Through cruel hardships they vainly strove
Their ships on mountains of ice was drove
Only the Eskimo with his skin canoe
Was the only one that ever came through

In Baffin's Bay where the whale fish blow
The fate of Franklin no man may know
The fate of Franklin no tongue can tell
Lord Franklin among his seamen do dwell"
65,"The Low, Low Lands of Holland","The very day I was married,
That night I lay on my bed;
A press gang came to my bedside
These words to me they said:
Arise, arise, arise, young man,
And come along with me, with me,
To the low, low lands of Holland,
To face your enemy.

But Holland is a cold place,
A place where grows no green,
And Holland is a cold place
For my love to wander in.
Though money had been as plentiful
As leaves upon the tree, the tree
Yet before I'd time to turn myself
My love was stol'n from me.

I'll build my love a gallant ship,
A ship of noted fame.
With four and twenty seamen bold
To box her on the main.
They'll rant and roar in sparkling glee,
Where some ever they do go, do go,
To the low, low lands of Holland,
To face the daring foe.

Says the mother to the daughter;
What makes you to lament?
O there are lords and dukes and squires
Can ease your heart's content.
But never will I married be
Until the day I die, I die,
since the low, low lands of Holland
Have parted my love and me.

There's not a swaithe goes round my waist
Nor comb goes in my hair,
Neither firelight nor candle light
Can ease my heart's despair.
And never will I married be
Until the day I die, I die
Since the low, low lands of Holland
Have parted my love and me."
66,Married to a Mermaid,"There was a gay young farmer,
Who liv'd on Salisbury plain;
He lov'd a rich Knight's daughter dear!
And she lov'd him again.
The Knight he was distressed,
That they should sweethearts be.
So he had the farmer soon pressed,
And sent him off to sea.
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves...

'Twas on the deep Atlantic,
Midst Equinoctial gales;
This young farmer fell overboard
Among the sharks and whales;
He disappeared so quickly,
So headlong down went he,
That he went out of sight
Like a streak of light
To the bottom of the deep blue sea.
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves...

We lowered a boat to find him,
We thought to see his corse,
When up to the top he came with a bang,
And sang in a voice so hoarse,
'My comrades and my messmates,
Oh, do not weep for me,
For I'm married to a mermaid,
At the bottom of the deep blue sea.'
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves...

He said that as he went down,
Great fishes he did see;
They seemed to think as he did wink,
That he was rather free.
But down he went so quickly,
Saying, ''Tis all up with me,'
When he met a lovely mermaid
At the bottom of the deep blue sea.
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves...

She came at once unto him,
And gave him her white hand,
Saying, 'I have waited long, my dear,
To welcome you to land.
Go to your ship and tell them,
You'll leave them all for me;
For you're married to a mermaid
At the bottom of the deep blue sea.'
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves...

The wind was fair, the sails set,
The ship was running free;
When we all went to the captain bold,
And told what we did see.
He went unto the ship's side,
And loudly bellowed he,
'Be happy as you can, my man,
At the bottom of the deep blue sea.'
Singing Rule Britannia,
Britannia rules the waves
Britons never, never, never shall be slaves..."
67,The Mermaid,"'Twas Friday morn when we set sail,
And we had not got far from land,
When the Captain, he spied a lovely mermaid,
With a comb and a glass in her hand.
Oh the ocean waves may roll,
And the stormy winds may blow,
While we poor sailors go skipping aloft
And the land lubbers lay down below, below, below
And the land lubbers lay down below.

Then up spoke the Captain of our gallant ship,
And a jolly old Captain was he;
""I have a wife in Salem town,
But tonight a widow she will be.""
Oh the ocean waves may roll,
And the stormy winds may blow,
While we poor sailors go skipping aloft
And the land lubbers lay down below, below, below
And the land lubbers lay down below.

Then up spoke the Cook of our gallant ship,
And a greasy old Cook was he;
""I care more for my kettles and my pots,
Than I do for the roaring of the sea.""
Oh the ocean waves may roll,
And the stormy winds may blow,
While we poor sailors go skipping aloft
And the land lubbers lay down below, below, below
And the land lubbers lay down below.

Then up spoke the Cabin-boy of our gallant ship,
And a dirty little brat was he;
""I have friends in Boston town
That don't care a ha' penny for me.""
Oh the ocean waves may roll,
And the stormy winds may blow,
While we poor sailors go skipping aloft
And the land lubbers lay down below, below, below
And the land lubbers lay down below.

Then three times 'round went our gallant ship,
And three times 'round went she,
And the third time that she went 'round
She sank to the bottom of the sea.
Oh the ocean waves may roll,
And the stormy winds may blow,
While we poor sailors go skipping aloft
And the land lubbers lay down below, below, below
And the land lubbers lay down below."
68,On Board a Ninety-Eight,"When I was young and scarce eighteen,
I drove a roaring trade;
And many a sly trick I have played
On many a pretty maid.
My parents found that would not do,
I soon would spend their store,
So they resolv'd that I should go
On board a Man-of-War.

A bold pressgang surrounded me,
Their warrant they did show,
And swore that I should go to sea,
And face the daring foe.
So off they lugged me to the boat.
O how I cursed my fate,
'Twas then I found that I must float
On board a Ninety-Eight.

When first I put my foot on board,
How I began to stare,
Our Admiral he gave the word,
'There is no time to spare!'
They weighed their anchor, shook out sail,
And off they bore me straight,
To watch the foe in storm and gale,
On board a Ninety-Eight.

Now as time fled I bolder grew,
And hardened was to war;
I'd run aloft with my ship's crew,
And valued not a scar.
So well I did my duty do,
Till I got boatswain's mate,
And damme, soon got boatswain too
On board a Ninety-Eight.

So years rolled by, at Trafalgar
Brave Nelson fought and fell;
As they capsized that hardy tar
I caught a rap as well.
To Greenwich College I came back,
Because I saved my pate;
They only knocked a wing off Jack
On board a Ninety-Eight.

So now my cocoa I can take,
My pouch with 'bacca stored;
With my blue clothes and three-cocked hat
I'm happy as a lord.
I've done my duty, served my king,
And now I bless my fate,
But damme, I'm too old to sing,
I'm nearly ninety -eight."
69,Paul Jones,"It's of an American frigate the ""Richard"" by name
Mounted forty-four guns, and from New York she came.
A-cruising down the channel of Old England's fame
With a noble commander, Paul Jones was his name.

We had not cruised long before two sails we espies
A large forty-four and a twenty likewise,
Some fifty bright shipping, well loaded with store,
And the convoy stood in for the old Yorkshire shore.

'Bout the hour of twelve we came alongside
With a long speaking trumpet: Whence came you? he cried;
Come, answer me quickly, I'll hail you no more
Or else a broadside into you I will pour.

We fought them four glasses, four glasses so hot,
Till forty bold seamen lay dead on the spot,
And fifty-five more lay bleeding in gore,
While the thundering loud cannons of Paul Jones did roar.

Our carpenter being frighten'd, to Paul Jones he came,
Our ship she leaks water and is likewise in flame,
Paul Jones he made answer, and to him replied,
If we can do no better, we'll sink alongside.

Paul Jones he then turned to his men and did say
Let every man stand the best of his play,
For broadside for broadside they fought on the main
Like true buckskin heroes we return'd it again.

The Serapis wore round our ship for to rake,
And many proud hearts of the English did ache;
The shot flew so hot, and so fierce and so fast,
And the bold British colours were hauled down at last.

Oh now, my brave boys, we have taken a rich prize
A large forty-four and a twenty likewise;
To help the poor mothers that have reason to weep
For the loss of their sons in the unfathomed deep."
70,Quare Bungle Rye,"Now Jack was a sailor who roamed on the town.
And she was a damsel who walked up and down.
Said the damsel to Jack as she passed him by,
'Would ye like for to purchase some quare bungle rye raddy rye?'
Fol de diddle rye raddy rye raddy rye.

Thought Jack to himself, 'Now what can this be?'
'But the finest old whiskey from High Germany.
'Smuggled up in a basket and sold on the sly,
'And the name that it goes by is quare bungle rye raddy rye.'
Fol de diddle rye raddy rye raddy rye.

Jack hands her a shilling and he thought nothing strange.
Says she, 'Here hold the basket til I run for your change.'
Jack peeks in the basket and a babe he did spy.
'Why b'damn me,' says Jack, 'this is quare bungle rye raddy rye.'
Fol de diddle rye raddy rye raddy rye.

Now to get the child christened was Jack's first intent,
So to get the child christened to the parson he went.
Says the parson to Jack, 'What's the name he'll go by?'
'Ah b'damn me,' says Jack, 'call 'im quare bungle rye raddy rye.'
Fol de diddle rye raddy rye raddy rye.

Says the parson to Jack, 'That's a mighty quare name.'
'Ah b'damn me,"" says Jack, 'it's a quare way he came;
'Smuggled up in a basket and sold on the sly,
'And the name that he'll go by is Quare Bungle Rye raddy rye.'
Fol de diddle rye raddy rye raddy rye

Now all you young sailors who roam on the town,
Be wary of damsels that walk up and down.
Take a peek in their baskets as they pass you by,
Or else they may pawn on you Quare Bungle Rye raddy rye
Fol de diddle rye raddy rye raddy rye."
71,The Rambling Sailor,"I am a sailor stout and bold,
Long time I've plough'd the ocean;
I've fought for king and country too,
Won honour and promotion.
I said: My brother sailor I bid you adieu,
No more to sea will I go with you;
I'll travel the country through and through,
And I'll be a rambling sailor.

If you should want to know my name,
My name it is young Johnson.
I've got permission from the king
To court young girls and handsome.
I said: My dear, what will you do?
Here's ale and wine and brandy too;
Besides a pair of new silk shoes,
To travel with a rambling sailor.

The king's permission granted me
To range the country over;
From Bristol Town to Liverpool,
From Plymouth Sound to Dover.
And in whatever town I went,
To court young maidens I was bent;
And marry none was my intent,
But live a rambling sailor."
72,Rhyme of the Chivalrous Shark,"Most chivalrous fish of the ocean
To ladies forbearing and mild,
Though his record be dark,
is the man-eating shark,
Who will eat neither woman nor child.

He dines upon seamen and skippers,
And tourists his hunger assuage,
And a fresh cabin boy
will inspire him with joy
If he's past the maturity age.

A doctor, a lawyer, a preacher,
He'll gobble one any fine day,
But the ladies, God bless 'em
He'll only address 'em
Politely and go on his way.

I can readily cite you an instance
Where a lovely young lady of Breem,
Who was tender and sweet
and delicious to eat
Fell into the bay with a scream.

She struggled and flounced in the water,
And signaled in vain for her bar,
And she'd surely been drowned
if she hadn't been found
By a chivalrous man-eating shark.

He bowed in a manner most polished
Thus soothing her impulses wild.
""Don't be frightened,"" he said,
""I've been properly bred,
And will eat neither woman nor child.""

Then her proffered his fin and she took it
Such gallantry none can dispute.
While the passengers cheered
as the vessel they neared
And a broadside was fired in salute.

And they soon stood alongside the vessel,
When a life-saving dinghy was lowered
With the pick of the crew,
And her relatives too
And the mate and the skipper aboard.

So they took her aboard in a jiffy,
And the shark stood attention the while,
Then he raised on his flipper
and ate up the skipper
And went on his way with a smile.

And this shows that the prince of the ocean,
To ladies forbearing and mile,
Though his record be dark
Is the man-eating shark,
Who will eat neither woman nor child."
73,Sir Patrick Spence,"The king sits in Dunfermline toun,
Drinkin' the bluid red wine
'0 whaur will I get a skeely skipper,
To sail this ship o' mine?'

Then up and spak an eldern knicht,
Sat at the king's richt knee,
'Sir Patrick Spence is the best sailor,
That ever sail'd the sea.'

Our king has written a braid letter,
And seal'd it wi' his han',
And sent it to Sir Patrick Spence,
Was walkin' on the stran'.

'To Noroway, to Noroway,
To Noroway owre the faim;
The king's dochter o' Noroway,
It's thou maun bring her hame.'

The first line that Sir Patrick read,
Sae lond, loud laughed he;
The neist line that Sir Patrick read,
The tear blinded his e'e.

'O wha is this has dune this deed,
And tauld the king o' me,
To send us oot at this time o' the year
To sail upon the sea?

Be't wind, be't weet, be't bail, be't sleet,
Our ship maun sail the faim;
The king's dochter o' Noroway,
It's we maun fetch her hame.'

They boys'd their sails on Mononday,
Wi' a' the speed they may;
They hae landed in Noroway
Upon a Wodnesday.

* * * * *

'Mak ready, mak ready, my merry men a',
Our guid ship sails the morn,'
'0 say na sae, my maister dear,
For I fear a deidly storm.

I saw the new moon late yestreen,
Wi' the auld moon in her arm,
And I fear, I fear, my maister dear,
That we will come to harm.

They had na sail'd a league, a leagne,
A league but barely three,
When the lift grew dark, and the wind blew loud,
And gurly grew the sea.

The ankers brak, and the tapmasts lap,
'Twas sic a deidly storm
And the waves cam owre the broken ship,
Till a' her sides were torn.

* * * * *

Gae fetch a wab o' the silken claith,
Anither o' the twine,
And wap them to our guid ship's side,
That the saut sea come na in.

They fetch'd a wab o' the silken claith
Anither o' the twine,
And they wapp'd them round that guid ship's side,
But still the sea cam in!

O laith, laith were our guid Scots lords,
To weet their cork-heel'd shoon;
But lang or a' the play was play'd,
They wat their hats aboon.

And many was the feather bed,
That flauchter'd on the faim;
And mony was the guid lord's son,
That never mair cam hame!

The ladyes wrang their fingers white,
The maidens tore their hair,
A' for the sake o' their true loves,-
For them they'll see nae mair!

O lang, lang may the ladyes sit,
Wi' their fans into their han',
Before they see Sir Patrick Spence
Come sailin' to the stran'!

O lang, lang may time maidens sit,
Wi' their gowd kaims in their hair,
A' waiting for their ain dear loves,-
For them they'll see nae mair!

It's forty miles frae Aberdeen,
And fifty fathoms deep,
And there lies guid Sir Patrick Spence,
Wi' the Sects lords at his feet!"
74,Sir Peter Parker,"My lords with your leave
An account I will give
That deserves to be written in meter
How the rebels and I
Have been pretty nigh
Faith, almost too nigh for Sir Peter.
Ri tu den dio, ri tu den di ay
Faith, almost too nigh for Sir Peter!

With much labor and toil,
Unto Sullivan's Isle,
I came firm as Falstaff or Pistol,
But the Yankees, dod rat'em,
I could not get at 'em,
So terribly mauled my poor Bristol.
Ri tu den dio, ri tu den di ay
So terribly mauled my poor Bristol.

Devil take' em, their shot
Came so swift and so hot
And the cowardly dogs stood so stiff, Sir!
That I put ship about
And was glad to get out
Or they would not have left me a skiff, Sir!
Ri tu den dio, ri tu den di ay
Or they would not have left me a skiff, Sir!

Now Clinton by land
Did quietly stand
While my guns made a terrible rumpus,
But my pride took a fall when a well-aimed ball
Propelled me along on my bumpus!
Ri tu den dio, ri tu den di ay
Propelled me along on my bumpus!

Now bold as a Turk
I sailed for New York,
Where with Clinton and Howe you may find me
I've the wind in my tail
And I'm hoisting my sail,
To leave Sullivan's Island behind me.
Ri tu den dio, ri tu den di ay
To leave Sullivan's Island behind me."
75,The Tarpaulin Jacket,"A tall stalwart lancer lay dying,
And as on his deathbed he lay,
To his friends who around him were sighing,
These last dying words he did say:
Wrap me up in my tarpaulin jacket
And say a poor buffer lies low;
And six stalwart lancers shall carry me
Carry me with steps solemn, mournful and slow.

Had I the wings of a little dove,
Far far away would I fly; I'd fly
Straight for the arms of my true love
And there I would lay me and die.
Wrap me up in my tarpaulin jacket
And say a poor buffer lies low;
And six stalwart lancers shall carry me
Carry me with steps solemn, mournful and slow.

Then get you two little white tombstones
Put them one at my head and my toe, my toe,
And get you a penknife and scratch there:
Here lies a poor buffer below.
Wrap me up in my tarpaulin jacket
And say a poor buffer lies low;
And six stalwart lancers shall carry me
Carry me with steps solemn, mournful and slow.

And get you six brandies and sodas,
And set them all out in a row, a row,
And get you six jolly good fellows
To drink to this buffer below.
Wrap me up in my tarpaulin jacket
And say a poor buffer lies low;
And six stalwart lancers shall carry me
Carry me with steps solemn, mournful and slow.

And then in the calm of the twilight
When the soft winds are whispering low, so low,
And the darkening shadows are falling,
Sometimes think of this buffer below.
Wrap me up in my tarpaulin jacket
And say a poor buffer lies low;
And six stalwart lancers shall carry me
Carry me with steps solemn, mournful and slow."
76,Then Farewell My Tridonotuse-Built Wherry,"Then farewell, my tridonotuse-built wherry,
Oars and coat and badge, farewell!
Never more at Chelsea ferry
Shall your Thomas take a spell.
Then farewell, my tridonotuse-built wherry,
Oars and coat, and badge, farewell;
Never more at Chelsea ferry
Shall your Thomas take a spell,
Shall your Thomas take a spell.

But, to hope and peace a stranger,
In the battle's heat I'll go,
Where, exposed to ev'ry danger,
Some friendly ball shall lay me low.
But, to hope and peace a stranger,
In the battle's heat I'll go,
Where, exposed to ev'ry danger,
Some friendly ball shall lay me low.
Some friendly ball shall lay me low.

Then, mayhap, when homeward steering;
With the news my messmates come,
Even you, my story hearing,
With a sigh may cry, 'Poor Tom!'
Then, mayhap, when homeward steering;
With the news my messmates come,
Even you, my story hearing,
With a sigh may cry, 'Poor Tom!'
With a sigh may cry, 'Poor Tom!'"
77,Three Fishers,"Three fishers went sailing out into the west,
Iout into the west as the sun went down;
Each thought on the woman who lov'd him the best,
And the children stood watching them out of the town;
For men must work, and women must weep,
And there's little to earn, and many to keep,
Though the harbor bar be moaning.

Three wives sat up in the lighthouse tow'r
And they trimmed the lamps as the sun went down;
They looked at the squall, and they looked at the show'r,
And the night-rack came rolling up, ragged and brown.
But men must work, and women must weep,
Tho' storms be sudden and waters deep;
And the harbor bar be moaning.

Three corpses lay out on the shining sands
In the morning gleam as the tide went down,
And the women are weeping and wringing their hands
For those who will never come back to the town;
For men must work,and women must weep,
And the sooner it's over, the sooner to sleep;
And good-bye to the bar and its moaning."
78,Toll for the Brave,"Toll for the Brave!
Brave that are no more,
All sunk beneath the wave;
Fast by their native shore!
Eight hundred of the Brave,
Whose courage well was tried,
Had made the vessel heel,
And laid her on her side,
A land breeze shook the shrouds,
And she was overset,
Down went the Royal George
With all her crew complete.

Toll for the Brave!
The Brave that are no more,
All sunk beneath the wave
Fast by their native shore!

Toll for the Brave!
Brave Kempenfelt is gone;
His last sea fight is fought;
His work of glory done.
It was not in the battle,
No tempest gave the shock,
She sprang no fatal leak,
She ran upon no rock.
His sword was in his sheath,
His fingers held the pen,
When Kempenfelt went down,
With twice four hundred men.

Toll for the Brave!
The Brave that are no more,
All sunk beneath the wave
Fast by their native shore!

Weigh the vessel up,
Once dreaded by our foes,
And mingle with our cup
The tears that England owes.
Her timbers yet are sound,
And she may float again,
Full charg'd with England's thunder,
And plough the distant main.
But Kempenfelt is gone,
His victories are o'er,
And he and his eight hundred
Must plough the wave no more.

Toll for the Brave!
The Brave that are no more,
All sunk beneath the wave
Fast by their native shore!"
79,Tom Bowling,"Here a sheer hulk lies poor Tom Bowling,
The darling of our crew;
No more he'll hear the tempest howling,
For death has broach'd him to:
His form was of the manliest beauty,
His heart was kind and soft.
Faithful, below, he did his duty,
And now he's gone aloft,
And now he's gone aloft.

Tom never from his word departed,
His virtues were so rare,
His friends were many, and true-hearted,
His Poll was kind and fair:
And then he'd sing so blithe and jolly -
Ah! many's the Time and oft -
But mirth is turn'd to melancholy,
For Tom is gone aloft,
For Tom is gone aloft.

Yet shall poor Tom find pleasant weather,
When He, who all commands,
Shall give, to call life's crew together,
The word to pipe all hands:
Thus death, who Kings and tars dispatches,
In vain Tom's life has doff'd,
For though his body's under hatches,
His soul has gone aloft,
His soul has gone aloft."
80,Tom Tough,"My name, d'ye se's Tom Tough, I've see'd a little service,
Where mighty billows roll, and loud tempests blow:
I've sail'd with valiant Howe, I've sail'd with noble Jervis,
And in gallant Duncan's fleet I've sung out Yo! heave ho!
Yet more shall ye be knowing, I was coxen to Boscawen,
And even with brave Hawke have I nobly faced the foe;
Then put round the grog, so we've that on our prog,
We'll laugh in care's face, And sing Yo! heave ho!
We'll laugh in care's face, And sing Yo! heave ho!

When from my love to part, I first weighed anchor,
And she was sniv'lling seen on the beach below;
I'd like to've cotch'd my eyes sniv'lling too,
     d'ye see, to thank her,
But I brought my sorrows up with a Yo! heave ho!
For sailors, tho' they have their jokes,
And love and feel like other folks,
Their duty to neglect must not come for to go;
So I seized the capstan bar, like a true, honest tar,
And in spite of tears and sighs sang out Yo! heave ho!
And in spite of tears and sighs sang out Yo! heave ho!

But the worst was on't was that time
When the little ones were sickly,
And if they'd live or die, the doctor did not know;
The word was gov'd to weigh, so sudden and so quickly,
I thought my heart would break as I sang Yo! heave ho!
For Poll's so like her mother, and as for Jack, her brother,
The boy, when he grows up, will nobly face the foe;
But in Providence I trust, for you see, what must be, must,
So my sighs I gave the wind, and sang out Yo! heave ho!
So my sighs I gave the wind, and sang out Yo! heave ho!

And now at last laid up in a decentish condition,
For I've only lost an eye, and got a timber toe;
But old ships must expect in time, to be out of commission,
Nor again the anchor weigh with a Yo! heave ho!
So I smoke my pipe and Sing old songs;
My boys shall well avenge my wrongs,
And my girls shall have young sailors
Nobly for to face the foe;
Then to Country and Queen, Fate no danger can mean,
While the tars of old England sing out Yo! heave ho!
While the tars of old England sing out Yo! heave ho!"
81,Ward the Pirate,"Come all you gallant seamen bold,
All you that march to drum,
Let's go and look for Captain Ward,
Far on the sea he roams.
He is the biggest robber
That ever you did hear,
there's not been such a robber found
For above this hundred year.

A ship was sailing from the east
And going to the west,
Loaded with silks and satins
And velvets of the best;
But meeting there with Captain Ward,
It was a bad meeting;
He robbed them of all their wealth,
And bid them tell their king.

O then the King proved a ship of noble fame,
She's call'd the Royal Rainbow
If you would have her name;
She was as well provided for
As any ship can be,
Full thirteen hundred men on board
To bear her company.

'Twas eight o'clock in the morning
When they began to fight,
And so they did continue there
Till nine o'clock at night;
Fight on, fight on, says Captain Ward
This sport well pleases me,
For if you fight this month or more,
Your master I will be.

O then the gallant Rainbow, she fired
She fired in vain.
Till six and thirty of her men
All on the deck were slain;
Go home, go home, says Captain Ward
And tell your king for me,
If he reigns king all on the land
Ward will reign king on the sea."
82,We Be Three Poor Mariners,"We be three poor mariners
Newly come from the seas;
We spend our lives in jeopardy
While others live at ease.
Come let us dance the round,
A round, a round
Come let us dance the round,
A round, a round
And he that is a bully boy
Come pledge me on this ground,
A ground, a ground.

We care not for these martial men
That do our states disdain;
But we care for those merchant men
Who do our states maintain.
To them we dance this round,
A round, a round
To them we dance the round,
A round, a round
And he that is a bully boy
Come pledge me on this ground,
A ground, a ground."
83,A Wet Sheet and A Flowing Sea,"A wet sheet and a flowing sea,
A wind that follows fast,
And fills the white and rustling sail,
And bends the gallant mast,
And bends the gallant mast, my boys!
While like an eagle free,
Away the good ship flies,
And leaves Columbia on our lee.
Oh! Give me a wet sheet,
A flowing sea,
And a wind that follows fast,
And fills the white and rustling sail
And bends the gallant mast

Oh, for a soft and gentle wind,
I heard a fair one cry,
But give to me the roaring breeze,
And the white waves heaving high;
And white waves heaving high, my boys!
The good ship tight and free;
The world of waters is our home,
And merry men are we.
Oh! Give me a wet sheet,
A flowing sea,
And a wind that follows fast,
And fills the white and rustling sail
And bends the gallant mast

There's a tempest in yon horned moon,
And lightning in yon cloud,
And hard the music, mariners,
The wind is piping loud;
The wind is piping loud, my boys!
The lightning flashes free,
While the hollow oak our palace is,
Our heritage the sea.
Oh! Give me a wet sheet,
A flowing sea,
And a wind that follows fast,
And fills the white and rustling sail
And bends the gallant mast"
84,Will Watch,"One morn when the wind
from the northward blew keenly,
While sullenly roared
the big waves of the main,
A famed smuggler, Will Watch,
kissed his Sue, then serenely
Took helm, and to sea
boldy steered out again.
Will had promised his Sue
that this trip, if well ended,
Should coil up his ropes,
and he'd anchor to shore;
When his pockets were lined,
why his life should be mended,
The laws he had broken
he'd never break more.

His sea-boat was trim -
made her port - took her lading,
Then Will stood to sea,
reached the offing, and cried,
This night, if I've luck,
furls the sails of my trading.
In dock I can lay -
serve a friend to beside.
He lay to till night
came on darksome and dreary,
To crowd every sail
then he piped up all hands;
But a signal soon spied -
'twas a prospect uncheerly,
A signal that warned him
to bear from the land.

The Philistines are out,
cries Will, we'll take no heed on't,
Attacked, who's the man
that will flinch from his gun?
Should my head be blown off
I shall ne'er feel the need on't,
We'll fight while we can;
when we can't, boys, we'll run.
Thro' the haze of the night
a bright flash now appearing,
Oh ho! cried Will Watch,
the Philistines bear down.
Bear a hand, my tight lads,
ere we think about sheering.
Our broadside pour in
should we swim, boys, or drown.

But should I be popped off,
you, my mates left behind me,
Regard my last words,
see 'em kindly obeyed.
Let no stone mark the spot,
and, my friends, do you mind me,
Near the beach is the grave
where Will Watch should be laid.
Poor Will's yarn was spun out -
for a bullet next minute
Laid him low on the deck
and he never spoke more.
His bold crew fought the brig
while a shot remained in it,
Then sheered, and Will's hulk
to his Susan they bore.

In the dead of the night
his last wish was complied with,
To few known his grave
and to few known his end;
He was borne to the earth
by the crew that he died with;
He'd the tears of his Susan,
the prayers of each friend,
Near his grave dash the billows,
the winds loudly bellow,
Yon ash struck with lightning
point out the cold bed
Where Will Watch, the bold smuggler,
that famed lawless fellow,
Once feared - now forget -
sleeps in peace with the dead."
