,title,lyrics
255,houseboat katie,this song was recorded by roger chartier hear a sample or download it see it on the sea shanty page on this sitecourtesy of www sailorsongs comg house boat katie is quite the gal house boat katie is a real pal house boat katie s got a pick up truck d g house boat katie lives at the dock c g she wears funny clothes and has real big hairc g great big smile quite the flaira d a d heart of gold i better stop right theresolo on chorus chords c g some people do what they want to do c g you gotta do what pleases youa d a d and to your own self be true chorus solo chorus
256,sailors farewell hymn,it s our time to go now haul away your anchor haul your anchor it s our sailing time get some sail upon her haul away your halyards haul away your hanyards it s our sailing timeget her on her course now haul away your fore sheet haul away your fore sheet it s our sailing time waves are rolling underhaul away down channel haul away down channel on the evening tide when my days are over haul away for heaven haul away for heaven god be by my side it s our time to go now haul away your anchor haul away your anchor it s our sailing time
257,roll the old chariot along,oh a drop of nelson s blood wouldn t do us any harm oh a drop of nelson s blood wouldn t do us any harm and we ll all hang on behind chorus so we ll roll the old chariot along an we ll roll the golden chariot along so we ll roll the old chariot along an we ll all hang on behind oh a plate of irish stew wouldn t do us any harm oh a plate of irish stew wouldn t do us any harm and we ll all hang on behind chorus oh a nice fat cook wouldn t do us any harm oh a nice fat cook wouldn t do us any harm and we ll all hang on behind chorus oh a roll in the clover wouldn t do us any harm oh a roll in the clover wouldn t do us any harm and we ll all hang on behind chorus oh a long spell in gaol wouldn t do us any harm oh a long spell in gaol wouldn t do us any harm and we ll all hang on behind chorus oh a nice watch below wouldn t do us any harm oh a nice watch below wouldn t do us any harm and we ll all hang on behind chorus oh a night with the gals wouldn t do us any harm oh a night with the gals wouldn t do us any harm and we ll all hang on behind chorus
258,bobby shaftoe,bobby shaftoe s gone to sea silver buckles at his knee he ll come back and marry me bonny bobby shaftoe chorus bobby shaftoe s bright and fair combing down his yellow hair he s my ain for ever mair bonny bobby shaftoe bobby shaftoe s tall and slim he s always dressed so neat and trim the lassies they all keek at him bonny bobby shaftoe chorus bobby shaftoe s gett n a bairn for to dandle on his airm on his airm and on his knee bobby shaftoe loves me chorus
259,the oda g,come all you jolly tugboatmen and listen unto me while i tell you a story of hardships and glory of a lusty old life on the deep briny sea there once was a stalwart old tugboat her name was the oda g and i ll let you know boys at pullin a tow boys there was no huskier tugboat than she she came off the ways in eighty nine for storms she cared not a damn it was boasted around twas the talk of the town that she knew that old coastline as well as a man now her mate was an expert at running the logs he ne er seemed to come to no harm but he ran out of luck when he fell in the chuck with a rusty old boom chain wrapped round his left arm her engineer was a lazy young tramp all day he did nothin but read on the fantail he sat on his young lazy prat till a big roarin wave swept him into the sea weed and her deckhand was paintin the bulwarks so fine paintin so carefully but he met his fate when to admire his paintin he took a step back and fell into the sea now her skipper he was very fine man at seafarin he was a pip but without a crew he didn t know what to do so he grabbed up a lifebelt and abandoned the ship but the old oda g she kept tuggin along she towed those logs down to long bay and old penney the owner hurrayed for the money he savedtheres a brilliantly sung version by ed harcourt possibly titled the ol og
260,why should we quarrel for riches,how pleasant a sailor s life passes who roams o er the watery main no treasure he ever amasses but cheerfully spends all his gain we re strangers to party and faction to honor and honesty true and would not commit a bad action for power or profit in view chorus after each verse then why should we quarrel for riches or any such glittering toys a light heart and a thin pair of breeches will go through the world my brave boys the world is a beautiful garden enriched with the blessings of life the toiler with plenty rewarding which plenty too often breeds strife when terrible tempests assail us and mountainous billows affright no grandeur or wealth can avail us but skilful industry steers right the courtier s more subject to dangers who rules at the helm of the state than we that to politics strangers escape the snares laid for the great the various blessings of nature in various nations we try no mortals than us can be greater who merrily live till we die
261,fathom the bowl,come all you bold fellows that have to this place comeand we ll sing to the praise of good brandy and rumlet us lift up our glasses good cheer is our goal bring me the punch ladle i ll fathom the bowl i ll fathom the bowl i ll fathom the bowl bring me the punch ladle i ll fathom the bowlfrom france we do get brandy from jamaica comes rumsweet oranges and lemons from portugal comebut stout beer and cider are england s controlmy wife she do come in while i m taking my easeshe scolds me and nags but i ll do as i pleaseshe may scold me and nag me till she s black as the coalmy father he do lie at the depth of the seawith no stone at his head but what matter to hethere s a clear crystal fountain near england doth flow
262,the rd of february,on the rd of february the weather being clear we spied to be sure seven turkish men of war come a sailing from algier chorus to me ri fol leather ol ri fol leather ol ri fol leather ol lay rol a diddle i rol a diddle i to me ri fol leather ol lay well the very first ship to come alongside was called the green pea we fired to her a warning shot and quickly she did flee chorus well the very next ship to come alongside was called the prince so clear commanded by the big bagsham come a sailing from algier chorus well the very next ship to come alongside was called the rose and crown we fired our broadside into her and quickly she went down chorus well the very next ship to come alongside was called the harp and lyre we fired our pitch buckets into her and quickly she took fire chorus well two we sunk and two we took the rest they ran away and one we brought to englands shore just to show we won the day chorus
263,shallow brown slave version,farewell now my julianashallow o shallow brownfarewell now my julianashallow o shallow browni m a sail across the blue seamiss juliana no more see memessir s gonna sell mesell me to a yankeehe s gonna sell me for a dollargreat big spanish silver dollarso farewell now my julianano more see you my juliana
264,the ox eyed man,the ox eyed man is the man for me he came a sailing from o er the sea heigh ho for the ox eyed man oh may in the garden a shelling her peas and bird singing gaily among the trees heigh ho for the ox eyed man oh may looked up and she saw her fate in the ox eyed man passing by the gate heigh ho for the ox eyed man the ox eyed man gave a fond look of love and charmed may s heart which was pure as a dove heigh ho for the ox eyed man oh may in the parlour a sitting on his knee and kissing the sailor who d come o er the sea heigh ho for the ox eyed man oh may in the garden a shelling her peas now weeps for the sailor who sail d o er the sea heigh ho for the ox eyed man
265,old moke picking on a banjo,he bang she bang daddy shot a bear shot it in the stern arse me boys and never turned a hair refrain we re all from the railroad too rer loo oh the old moke pickin on the banjo chorus hooraw what the hell s the row we re all from the railroad too rer loo we re all from the railroad too rer loo oh the old moke pickin on the banjo pat get back take in yer slack heave away me boys heave away me bully boys why don t ye make some noise chorus roll her boys bowl her boys give er flamin gip drag thc anchor off the mud an let the barstard rip chorus rock a block chock a block heave the caps n round fish the flamin anchor up for we are outward bound chorus out chocks two blocks heave away or bust bend yer backs me bully boys kick up some flamin dust chorus whisky o johnny o the mudhook is in sight tis a hell of a way to the gals that wait an the ol nantucket light
266,hms hood,when hms hood went down in the deep that was the news that made mothers weep for the sons who had fought for a country so proud were down there below with the sea as their shroud they re sleeping in heavenly peace sleeping in heavenly peace then came george v the prince of wales too they took in hand what the hood had to do the suffolk the norfolk the cossack as well along with the rodney shelled bismarck to hell they sank that ship oh we re glad but for our lads we feel sad so mothers and wives and sweethearts be proud though your dear lads have the sea as their shroud they were fighting for freedom let s never forget the freedom they fought for will be won yet they re sleeping in heavenly peace sleeping in heavenly peace
267,the crocodile song,come list ye landsmen all to me to tell the truth i m bound what happened to me by going to sea and the wonders that i found shipwrecked i was one sappy rouse and cast all on the shore so i resolved to take a cruise the country to explore to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay oh i had not long scurried out when close alongside the ocean twas there that i saw something move like all the earth in motion while steering close up alongside i saw it was a crocodile from the end of his nose to the tip of his tail it measured five hundred mile to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay this crocodile i could plainly see was none of the common race for i had to climb a very high tree before i could see his face and when he lifted up his jaw perhaps you may think it a lie but his back was three miles through the clouds and his nose near touched the sky to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay oh up aloft the wind was high it blew a hard gale from the south i lost my hold and away i flew right into the crocodile s mouth he quickly closed his jaws on me he thought to nab a victim but i slipped down his throat d ye see and that s the way i tricked im to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay i traveled on for a year or two till i got into his maw and there were rum kegs not a few and a thousand bullocks in store through life i banished all my care for on grub i was not stinted and in this crocodile lived ten years very well contented to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay this crocodile being very old one day at last he died he was three years in catching cold he was so long and wide his skin was three miles thick i m sure or very near about for i was full six months or more in making a hole to get out to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay so now i m safe on earth once more resolved no more to roam in a ship that passed i got a berth so now i m safe at home but if my story you should doubt did you ever cross the nile twas there he fell you ll find the shell of this wonderful crocodile to my ri tol tooral loralido ritol looral lay to my ri tol lol fol liddle lol de fol to my tol looral lay
268,long time ago pumping version,a long time was a very good time long time ago a long was a very long time long time ago around cape horn we got to go long time ago around cape horn to calleao long time ago you give me the girl and you take me away long time ago a long long time in the hull below long time ago around cape horn with frozen sails long time ago around cape horn to fish for whales long time ago i wish to god i d never been born long time ago a long long time in the hull below long time ago around cape horn where wild winds blow long time ago around cape horn through sleet and snow long time ago a long long time in the hull below long time ago a long long time in the hull below long time ago
269,i popped out,i used to be a sailor i sailed upon the sea and when i was at home my wife was very good to me but i commenced to worry and to wonder what she d do when i was off a sailing out upon the ocean blue what if i popped out and i caught her unawares popped out sudden from the cupboard in the stairs popped out popped up and took her by surprise sometimes me boys it s better to be ignorant than wise i kissed me wife goodbye and told her i was bound to sail upon a yankee whaling ship they called the horse s tail i told er i d return again in six months or a year then i hid meself beneath the stairs to see what should appear if i popped out and i caught her unawares popped out sudden from the cupboard in the stairs popped out popped up popped aloft to see if my little wife was mis rable and lonely without me well first there came the cabin boy and then there came the cook she had em by appointment in a red appointment book the bo sun piped himself aboard and played a merry tune and last there came the captain with his bloody great harpoon then i popped out and i caught em unawares popped out sudden from the cupboard in the stairs popped out popped up and popped em out the door and i vowed an oath i never would go sailing any more now let this be a warning to all you jolly tars who leave your wives at home to go off sailing near and far meself i m a greengrocer now me flat s above me shop and any time i have the chance it s up the stairs i pop yes i pop up and i catch her unawares i pop her in the parlor and i pop her on the stairs pop in pop out and pop back to the till and you can take your bloody sailing ships and pop em where you will
270,the crabfish sea porn lyric warning,sample can be heard here http www saltydick com lyrics the crabfish htmfisherman fisherman standing by the sea have you a crabfish that you can sell to me refrain by the wayside i diddle dee di doh yes sir yes sir that indeed i do i ve got a crabfish that i can sell to you well i took him on home and i thought he d like a swim so i filled up the thunderjug and i threw the bastard in late that night i thought i d have a fit when my old lady got up to take a shit husband husband she cried out to me the devil s in the thunderjug and he s got hold of me children children bring the looking glass come and see the crabfish that bit your mother s ass children children did you hear the grunt come and see the crabfish that bit your mother s cunt that s the end of my song and i don t give a fuck there s a lemon up my asshole and you can have a suck
271,south australia,in south australia i was born to me heave away haul away in south australia round cape horn chorus we re bound for south australia haul away you rolling kings to me heave away haul away haul away you ll hear me sing we re bound for south australia as i walked out one morning fair to me heave away haul away twas there i met miss nancy blair chorus i shook her up and i shook her down to me heave away haul away i shook her round and round the town chorus i run her all night and i run her all day to me heave away haul away and i run her until we sailed away chorus there ain t but one thing grieves me mind to me heave away haul away to leave miss nancy blair behind chorus and as we wallop around cape horn to me heave away haul away you ll wish to god you d never been born chorus in south australia my native land to me heave away haul away full of rocks and thieves and fleas and sand chorus i wish i was on australia s strand to me heave away haul away with a bottle of whiskey in my hand chorus
272,across the line sailors way nz version,i ve traded with the maoris brazilians and chinese i ve courted half caste beauties beneath the kauri trees i ve travelled along with a laugh and a songin the land where they call you mate around the horn and home again for that is the sailor s fate i ve run aground in many a sound without a pilot aboard longboat lowered by lantern light pushed off and gently oared row lock creaking a thumping swell and a wind that d make you ache who would sail the seven seas and share a sailor s fate we ve sailed away to northward we ve sailed away to east we ve skinned our sail in the teeth of a gale and stood in the calmest seas eastward round by dusky sound and pegasus through the strait port cooper ocean tom kain s bay for that is the coaster s fate across the line the gulf stream i ve been in table bay around the horn and home again for that is a sailor s way
273,the unfortunate miss bailey,a captain bold from halifax once left his captain quarters seduced a maid who hanged herself one morning in her garters his wicked conscience smitted him he lost his stomach daily he took to drinking turpentine and thought upon miss bailey oh miss bailey unfortunate miss bailey one night while sleeping on his ship the captain heard a banging he left his bed and went on deck and saw miss bailey hanging his timepiece stopped at midnight and his candle burned quite palely and from the mast a ghost stepped down behold it was miss bailey oh miss bailey unfortunate miss bailey away miss bailey he implored you don t affright me really dear captain smith the ghost replied you ve used me ungenteely the coroner was hard on me because i acted fraily the parson would not bury me though i m a dead miss bailey oh miss bailey unfortunate miss bailey you won t believe me when i say the captain got soft hearted he gave the ghost a five pound note with which she then departed twill bribe the sexton for my grave and so i leave thee gaily oh bless you wicked captain smith for rescuing miss bailey
274,roll the woodpile down,way down south where the cocks do crow way down in florida the gals all dance to the old banjo and we ll roll the woodpile down rollin rollin rollin the whole world round that brown girl o mine s down the georgia line and we ll roll the woodpile down when i was a young man in me prime i d take them yaller gals two at a time we ll roll him high and we ll roll him low we ll heave him up and away we ll go oh rouse and bust er is the cry a black man s wage is never high o curly goes on the old ran tan o curly s just a down east man o one more heave and that will do we re the bullies for to kick er through
275,the common sailor,i m the man before the mast that ploughs the raging sea and on this simple subject will you please enlighten me common sailors we are called come tell me the reason why and on this simple subject i ll reply chorus sung after each verse don t you call us common sailors anymore don t you call us common sailors anymore good things to you we bring don t you call us common men we re as good as anybody that s on shore the young girls of this country their growing days we bless we brings them silks and satins out of which they makes a dress to gain the heart of some young man as fancy dresses do don t never despise the sailor boys that sails the ocean blue the young gents of this country they re sitting at their ease not thinking on the stormy nights that we spent on the seas we brings the leaves to make cigars to decorate their face they wouldn t call us common if they were sometimes in our place when speaking of a man ashore we never hear you say he s a common this or common that be his calling what it may be he a traveling tinker or a scavenger or a sweep then why call us common sailors who battle with the deep
276,admiral benbow,come all ye seamen bold and draw near and draw near come all ye seamen bold and draw near it is of an admiral s fame o brave benbow was his name how he fought all on the main you shall hear you shall hear brave benbow he set sail for to fight for to fight brave benbow he set sail for to fight brave benbow he set sail with a fine and pleasant gale but his captains they turn d tail in a fright in a fright says kirby unto wade we will run we will run says kirby unto wade we will run for i value no disgrace or the losing of my place but the enemy i won t face nor his guns nor his guns then ruby and benbow fought the french fought the french then ruby and benbow fought the french they fought them up and down til the blood came trickling down til the blood came trickling down where they lay where they lay brave benbow lost his legs by chain shot by chain shot brave benbow lost his legs by chain shot brave benbow lost his legs and all on his stumps he begs fight on my english lads tis our lot tis our lot the surgeon dress d his wounds cries benbow cries benbow the surgeon dress d his wounds cries benbow let a cradle now in haste on the quarterdeck be placed that the enemy i may face til i die til i die
277,bound for the rio grande,oh say was you ever down rio grande chorus a way for rio it s there that the river flows down golden sands chorus b and we re bound for the rio grande then away bullies away away for rio sing fare ye well me liverpool gals and we re bound for the rio grande so heave up the anchor let s get it aweigh chorus a it s got a good grip so heave bullies way ay chorus b oh where are youz bound to my bully boys all chorus a an where are youz bound for to make your landfall chorus b we re bound to the south ard me bully boys all chorus a bound out to the brazils me bully boys all chorus b an what ll you do there me bully boys all chorus a what job will you do there me bully boys all chorus b we ll dig for red gold oh me bully boys all chorus a we ll dig for a fortune me bully boys all chorus b or die of the fever me bully boys all chorus a or die of the fever me bully boys all chorus b heave with a will boys oh heave long and strong chorus a sing a good chorus for tis a good song chorus b
278,maggie may,now gather round you sailor boys and listen to my plea and when you ve heard my tale you ll pity me for i was a real damned fool in the port of liverpool the first time that i came home from the sea we paid off at the home from the port of sierra leone and four pounds ten a month that was my pay with a pocket full of tin i was very soon taken in by a girl with the name of maggie may chorus oh maggie maggie may they have taken her away and she ll never walk down lime street anymore for she robbed so many sailors and captains of the whalers that dirty robbin no good maggie may oh well i do remember when i first met maggie may she was cruising up and down old canning place she d a figure so divine like a frigate of the line so me being a sailor i gave chase chorus next morning when i awoke i was flat and stoney broke no jacket trousers waistcoat i could find when i asked her where they were she said my very dear sir they re down in kelly s knocker number nine chorus to the pawnshop i did go but no clothes there i did find and the policeman came and took that girl away the judge he guilty found her of robbing the homeward bounder and paid her passage back to botany bay chorus twice
279,we re all bound to go,oh as i walked down the landing stage all on a summer s morn heave away my johnny heave away it s there i spied an irish girl a looking all forlorn and away my johnny boys we re all bound to go oh good morning mister tapscott good morning my girl says he heave away my johnny heave away have you got a packet ship to carry me across the sea and away my johnny boys we re all bound to gooh yes i have a clipper ship she s called the henry clay heave away my johnny heave away she sails today for boston bay she sails away at break of day and away my johnny boys we re all bound to go oh will you take me to boston bay when she sails away at break of day heave away my johnny heave away i want to marry a yankee boy and i ll cross the sea no more and away my johnny boys we re all bound to go
280,a cruising we will go,behold upon the swelling seas with streaming pennants gay our gallant ship invites the waves while glory leads the way chorus and a cruising we will go oho oho oho and a cruising we will go ooooooho and a cruising we will go you beauteous maids your smiles bestow for if you prove unkind how can we hope to beat the foe we leave our hearts behind chorus see hardy s flage once more displayed upon the deck he stands britannia s glory ne er can fade or tarnish in his hands chorus britain to herself but true to france defiance hurled give peace america with you and war with all the world chorus
281,paddy lay back,twas a cold an dreary mornin in december december an all of me money it was spent it was spent where it went to lord i can t remember remember so down to the shippin office went went went paddy lay back paddy lay back take in yer slack take in yer slack take a turn around the capstan heave a pawl heave a pawl bout ship stations boys be handy be handy raise tacks sheets an mains l haul alternative final line of chorus for we re bound for valaparaiser round the horn that day there wuz a great demand for sailors for sailors for the colonies and for frisco and for france an for france so i shipped aboard a limey barque the hotspur the hotspur an got paralytic drunk on my advance vance vance now i joined her on a cold december mornin a frappin o me flippers to keep me warm with the south cone a hoisted as a warnin to stand by the comin a storm now some of our fellers had bin drinkin an i meself wuz heavy on the booze an i wuz on me ol sea chest a thinkin i d turn into me bunk an have a snooze i woke up in the mornin sick an sore an knew i wuz outward bound again when i heard a voice a bawlin at the door lay aft men an answer to yer names twas on the quarterdeck where first i saw em such an ugly bunch i d niver seen afore for there wuz a bum an stiff from every quarter an it made me poor ol heart feel sick an sore there wuz spaniards an dutchmen an rooshians an johnny crapoos jist acrosst from france an most o em couldn t speak a word o english but answered to the name of month s advance i wisht i wuz in the jolly sailor along with irish kate a drinkin beer an then i thought what jolly chaps were sailors an with me flipper i wiped away a tear i knew that in me box i had a bottle by the boardin master twas put there an i wanted something for to wet me throttle somethin for to drive away dull care so down upon me knees i went like thunder put me hand into the bottom o the box an what wuz me great surprise an wonder found only a bottle o medicine for the pox i felt that i should skip an join another twas plain that i had joined a lousy bitch but the chances wuz that i might join a worser an we might git through the voyage without a hitch i axed the mate a which a watch wuz mine o sez he i ii soon pick out a which is which an he blowed me down an kicked me hard a stern o callin me a lousy dirty son o a bitch now we singled up an got the tugs alongside they towed us through the locks an out to sea with half the crew a pukin o er the ship s side an the bloody fun that started sickened me although me poor ol head wuz all a jumpin we had to loose her rags the followin morn i dreamt the boardin master i wuz thumpin when i found out he d sent me around the horn i swore i would become a beachie comber an niver go to sea no ruddy more for niver did i want to be a roamer i d shanghai the boardin master an stay ashore but when we got to bully ol vallaparaiser in the bay we dropped our mud hook far from shore the ol man he refused ter let us raise er an he stopped the boardin masters comin aboard i quickly made me mind up that i d jump er i d leave the beggar an git a job ashore i swum across the bay an went an left er an in the english bar i found a whore but jimmy the wop he knew a thing or two sir an soon he d shipped me outward bound again on a limey to the chinchas for guanner boys an soon was i a roarin this refrain so there wuz i once more again at sea boys the same ol ruddy business over again oh stamp the caps n round an make some noise boys an sing again this dear ol sweet refrain
282,south australia traditional,in south australia i was bornto me heave away haul away in south australia round cape hornwe re bound for south australia chorushaul away nowyou rolling kingsto me heave away haul away haul away you ll hear me singwe re bound for south australia as i walked out one day so fairto me heave away haul away twas there i met miss nancy blairwe re bound for south australia chorus i rocked her up i rocked her downto me heave away haul away i rocked her all around the town we re bound for south australia chorus i run her all night and i run her all dayto me heave away haul away and i run her until we sailed awaywe re bound for south australia chorus there ain t but one thing grieves me mindto me heave away haul away to leave miss nancy blair behindwe re bound for south australia chorus i wish i was on australia s strandto me heave away haul away with a bottle of whiskey in my handwe re bound for south australia chorus
283,le forban,a moi forban que m importe la gloire les lois du monde et qu importe la mort sur l oc an j ai plant ma victoire et bois mon vin dans une coupe d or vivre d orgies est ma seule esp rance le seul bonheur que j aie pu conqu rir si sur les flots j ai pass mon enfance c est sur les flots qu un forban doit mourir refrain vins qui p tillent femmes gentilles sous des baisers br lants d amour plaisirs batailles viv la canaille je bois je chante et je tue tour tour peut tre au m t d une barque trang re mon corps un jour servira d tendard et tout mon sang rougira la gal re aujourd hui f te et demain le bazar allons esclave allons debout mon brave buvons le vin et la vie grand pot aujourd hui f te et puis demain peut tre ma t te ira s engloutir dans les flots refrain peut tre un jour par un coup de fortune je saisirai l or d un beau galion riche pouvoir vous acheter la lune je m en irai vers d autres horizons l respect tout comme un gentil homme moi qui ne suis qu un forban qu un bandit je pourrai comm le fils d un roi tout comme mourir peut tre dedans un bon lit refrain
284,the mauritania,now in i found myself in liverpool on the floorso i went to the cunard office doorand got a job on the mauritania chorus she surely was a slaverah to hell with the mauritania well the mauritania is a wonderful sightshe s fires all burning brightand they worked you hard from morning till nighttrying to fire the mauritania chorus now the mauritania s coal was full of slateand that s what s buggered the to yes that s what s buggered the trying to fire the mauritania chorus ah but the we re much better menbut we were buggered by half past tenyes we were buggered by half past tentrying to fire the mauritania chorus now the fan s on the bum and the fire won t drawand that s what s beaten the yes that s what s beaten the all aboard the maurtitania chorus so come all you firemen listen to mea cunard greyhound spells purgatoryso stick to the coast and don t go deep seatrying to fire the mauritania chorus
285,flying p line,wi fohrt bi de flying p line un geld kriegt wo gorkein un pamir heet de schleden un von n d bel ward he reeden de kaptein is de d bel un de erste dat bel lustig ist die reederei sie verdient viel geld dabei ist der kasten noch so alt wird er wieder angemalt nach dem s den f hrt das schiff verpoviantiert nach altem kniff salzspeck ist zehn jahre alt das hartbrot das vermodert bald eines tages wum bum bum f llt der ganze kasten um dies geschah nicht weit vom strand was sich nennt kanakenland kanake dort im busch rumort der deutsche seemann wird geschmort doch haben so wir nicht gewettet die ganze mannschaft ward gerettet sie schiffte sich nach hamburg ein und schlug dem reeder die fenster klein drum holder j ngling merk dir das seemannsleben ist kein spa
286,lowlands low the island lass,the packet is the island lass lowlands lowlands lowlands low there s a laddie howlin at the main topmast lowlands lowlands lowlands lowout captain hails from barbados he s got the name ol hammertoeshe feeds us bread as hard as brass his bacon salt is balaam s assit s up aloft this yard must go up aloft from down belowit s up aloft against the sky trice her up and let her drythat monkey s dressed in sailor clothes where he got them from god only knows
287,heavy the beat of the weary waves,heavy the beat of the weary waves falling falling o er and o er upon the rocky shore when he comes no more alas no more och one evermore och one tears of despair from the weeping sky falling to the earth beneath and o er the gloomy heath hangs a misty pall of death of death och one evermore och one
288,all things are quite silent,all things are quite silent each mortal at rest when me and my love got snug in one nest when a bold set of ruffians they entered our cave and they forced my dear jewel to plough the salt wave i begged hard for my sailor as though i begged for life they d not listen to me although a fond wife saying the king he wants sailors to the sea he must go and they ve left me lamenting in sorrow and woe through green fields and meadows we ofttimes did walk and sweet conversation of love we have talked with the birds in the woodland so sweetly did sing and the lovely thrushes voices made the valleys to ring although my love s gone i will not be cast down who knows but my sailor may once more return and will make me amends for all trouble and strife and my true love and i might live happy for life
290,whup jamboreeus,the pilot he looked out ahead the hands on the chain and the heavin of the lead and the old man roared to wake the dead come and get your oats me son chorus whup jamboree whup jamboree oh a long tailed sailor man comin up behind whup jamboree whup jamboree come an get your oats me son oh now we see the lizard light soon me boys we ll heave in sight we ll soon be abreast of the isle of wight come and get your oats me son chorus now when we get to the blackwall docks those pretty young girls come out in flocks with short legged drawers and long tailed frocks come and get your oats me son chorus well then we ll walk doon limelight way and all the girls will spend our pay we ll not see more til another day come and get your oats me son chorus
291,old stormalong,old stormy s gone that good old man to me way hay stormalong john oh poor old stormy s dead and gone to me aye aye aye aye mister stormalong we dug his grave with a silver spade to me way hay stormalong john his shroud of the finest silk we made to me aye aye aye aye mister stormalong we lowered him with a silver chain to me way hay stormalong johnour eyes all dim with more than rain to me aye aye aye aye mister stormalong an able sailor bold and true to me way hay stormalong johna good old bosun to his crew to me aye aye aye aye mister stormalong he s moored at last and furled his sail to me way hay stormalong johnno danger now from wreck or gale to me aye aye aye aye mister stormalong i wish i was old stormy s son to me way hay stormalong johni d build me a ship of a thousand ton to me aye aye aye aye mister stormalong i d fill her up with new england rum to me way hay stormalong johnand all my shellbacks they would have some to me aye aye aye aye mister stormalong i d sail this wide woprld round and round to me way hay stormalong johnwith plenty of money i would be found to me aye aye aye aye mister stormalong old stormy s dead and gone to rest to me way hay stormalong johnof all the sailors he was the best to me aye aye aye aye mister stormalong
292,old swansea town once more,oh the lord made the bees an the bees did make the honey but the divil sent the woman foe to rob us of our money an around cape horn we ll go an when me money s all spent ol gal we ll round cape horn for more ol gal ol gal you re the one i do adore you re the one i do adore so take me ropes an make me fast in ol swansea town once more now we re outward bound around cape horn to frisco an around i ll send you letters when we get there an you ll know i m homeward bound ol gal ol gal now when we re homeward bound my dear i ll bring you silks galore i ll bring you jewels an rings an things an ye won t wear the weeds no more ol gal ol gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more now when we re homeward bound my dear i ll bring you silks galore i ll bring you jewels an rings an things an ye won t wear the weeds no more ol gal ol gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more now when we re leaving frisco town outside of the golden gate i ll write my last letter to you me dear then ye won t have so long to wait old gal old gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more an when we re leavin the old fallerones bound for my o swansea i know ye ll pull gal on the string for to haul me in from sea old gal old gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more an then when we re rounded old cape horn climbin the hill for home passed the western islands into the bay we ll have no further for to roam old gal old gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more an then when we up the channel do sail i ll pray that you ll be there to wait me dear on swansea pier my lovely presents for to share old gal old gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more when swansea town we re off once more we ll see the lights so clear i know that s megan down on the pier in her dimity apron dear old gal old gal you re the one i do adore an all i ve livin in hopes to see is ol swansea town once more old gal old gal you re the one i do adore so take me ropes an make me fast in ol swansea town once more
293,stand to your guns,stand to your guns my hearts of oak let not a word on board be spoke victory soon will crown the joke be silent and be ready ram home your guns and sponge them well let us be sure the balls will tell the cannon s roar shall sound their knell be steady boys be steady not yet nor yet nor yet reserve your fire i do desire fire now the elements do rattle the gods amaz d behold the battle a broadside my boys see the blood in purple tide trickle down her batter d side wing d with fate the bullets fly conquer boys or bravely die hurl destruction on your foes she sinks huzza to the bottom to the bottom down she goes
294,dead horse shanty poor old man,poor old man came riding alongand we say so and we hope sopoor old man came riding alongpoor old man poor old man your horse he must diepoor old man your horse he must diewell thirty days have come and gonewell thirty days have come and gonenow we are on a good month s payi think i hear the old man sayso give them grog for the thirtieth dayso give them grog for the thirtieth dayso up aloft to the main yard armcut him adrift it ll do no harm
295,lustily lustily,all things we have ready and nothing we want to furnish our hsip that rideth hereby victuals and weapons they be nothing scant like worthy mariners ourselves we will try her flags be new trimmed set slanting aloft our ship for swift swimming oh she doth excel we fear no enemies we have escaped them oft of all things that swimmeth she beareth the bell and here is a master excelleth in skill and our master s mate he is not to seek and here is a boatswain will do his good will and here is a ship boy we never had his like if fortune then fail not and our next voyage prove we will return merrily and make good cheer and hold all together as friends linked in love the cans shall be filled with wine ale and beer
